ID,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,ACCIDENT_IDENTIFIER,SYSTEM_PART_INVOLVED,PIPE_FAC_NAME,DESIGNATED_LOCATION,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,CROSSING,PIPE_FACILITY_TYPE,INSTALLATION_YEAR,ITEM_INVOLVED,MATERIAL_INVOLVED,RELEASE_TYPE,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,WATER_CONTAM_IND,COULD_BE_HCA,COMMODITY_REACHED_HCA,ACCIDENT_PSIG,ACCIDENT_PRESSURE,INTERNAL_INSPECTION_IND,OPERATION_COMPLICATIONS_IND,PIPELINE_FUNCTION,SCADA_IN_PLACE_IND,CPM_IN_PLACE_IND,CAUSE,CAUSE_DETAILS,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER
1962,42.90143,-82.50977,CRUDE OIL,1.0,0.0,1.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,MARYSVILLE STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2009,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,NO,721.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,27.0,100.0,40750.0,5000.0,0.0
1963,30.0111,-94.0572,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,BEAUMONT TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,AUXILIARY PIPING (E.G. DRAIN LINES),CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,540.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,20.0,50000.0,0.0,0.0,0.0
1964,29.759805,-96.148241,CRUDE OIL,1.0,0.0,1.0,0,0,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,SEALY STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2011,INSTRUMENTATION,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,NO,NO,NO,NO,94.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,55.0,25.0,2500.0,0.0,0.0
1965,40.70919,-84.13149,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,8.0,0.0,7.5,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,LIMA PUMP STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2005,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,1124.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,70.0,50916.0,61112.0,64000.0,0.0
1966,44.839036,-84.374795,CRUDE OIL,0.01,0.0,0.01,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LINE 5,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1953,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,405.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,0.0,58000.0,3000.0,12000.0,0.0
1967,32.879977,-103.305339,CRUDE OIL,45.0,0.0,45.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",CROUCH TO LOVINGTON CRUDE RECIEVING,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1974,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,NO,NO,NO,100.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),0.0,2000.0,7500.0,2000.0,10000.0,0.0
1968,29.997998,-93.990199,CRUDE OIL,4.0,0.0,4.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NEDERLAND TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1970,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,95.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,0.0,5000.0,3000.0,500.0,0.0
1969,40.54894482,-74.26054003,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.38,0.0,0.38,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",SA604PR,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,100.0,PRESSURE DID NOT EXCEED MOP,NO,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,0.0,0.0,95000.0,15600.0,70000.0,0.0
1970,32.00539,-102.04479,CRUDE OIL,40.0,0.0,40.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,MIDLAND STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTRASTATE,2011,VALVE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,10.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,2273.0,7800.0,18200.0,40000.0,0.0
1971,38.003958,-122.055376,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.35,0.0,0.35,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,CONCORD STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1985,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,50.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,28.0,500.0,3870.0,0.0,0.0
1972,48.272907,-103.360097,CRUDE OIL,0.5,0.0,0.5,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NORTH PUMP,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2013,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,NO,550.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,25.0,2000.0,100.0,0.0,500.0
1973,28.466611,-96.932756,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,9.78,38.41,0.0,0,0,CONTROLLER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,31_CROSS COUNTRY SYSTEM,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTRASTATE,2015,TUBING,MATERIAL OTHER THAN CARBON STEEL,RUPTURE-CIRCUMFERENTIAL,NO,NO,NO,NO,NO,1741.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,452.0,200.0,2400.0,0.0,0.0
1974,41.45722,-83.55669,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,4897.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LEGACY EDS BV 87,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1974,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,450.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,41135.0,12000.0,0.0,0.0,0.0
1975,40.608257,-74.238076,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.24,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",LINDEN TANK 126,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,UNKNOWN,VALVE,MATERIAL OTHER THAN CARBON STEEL,OTHER,NO,NO,NO,YES,YES,35.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,0.0,200.0,4100.0,0.0,1000.0
1976,45.709444,-97.876944,CRUDE OIL,6592.0,0.0,6592.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)","ONSHORE PIPELINE, INCLUDING VALVE SITES",KEYSTONE PIPELINE,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,2008,PIPE,CARBON STEEL,RUPTURE-LONGITUDINAL,YES,YES,NO,NO,NO,1067.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",823400.0,583560.0,5682477.0,6042594.0,31677529.0,0.0
1977,29.996519,-93.992611,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NEDERLAND TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,YES,300.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,0.0,10000.0,5000.0,500.0,0.0
1978,30.52882946,-91.74686368,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.8,0.0,4.8,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,KROTZ SPRINGS,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1973,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,YES,90.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION ,0.0,568.0,200.0,2500.0,28000.0,0.0
1979,28.64972222,-99.02666667,CRUDE OIL,60.0,0.0,60.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PEARSALL PIPELINE,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,675.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,4500.0,121000.0,4500.0,350000.0,0.0
1980,38.0952582,-98.5821395,CRUDE OIL,851.0,0.0,851.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,HUDSON STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,2012,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,16.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,12978.0,6387.0,53858.0,5000.0,0.0
1981,46.695639,-92.049378,CRUDE OIL,1.76,0.0,1.76,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",SUPERIOR TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,2015,TANK/VESSEL,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,0.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,32.0,12571.0,113.0,5500.0,0.0
1982,41.916909,-93.567881,CRUDE OIL,0.5,0.0,0.5,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,DAPL-CAMBRIDGE PUMP STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2016,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,LEAK-CRACK,NO,NO,NO,YES,NO,400.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,0.0,19119.0,19000.0,0.0,0.0
1983,32.650636,-103.14037,CRUDE OIL,10.0,0.0,10.0,0,0,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,HOBBS STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,45.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,500.0,4500.0,1500.0,0.0,0.0
1984,35.986976,-96.745748,CRUDE OIL,15.0,0.0,15.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,CUSHING-LITTLE TANK FARM,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTRASTATE,2010,METER/PROVER,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,50.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,799.0,0.0,5000.0,5000.0,0.0
1985,41.773061,-110.345088,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.57,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,OVERLAND PASS PIPELINE - OPAL METER STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2009,PIPE,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,NO,NO,NO,NO,1020.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,168.0,250.0,0.0,0.0,0.0
1986,46.127809,-88.602751,CRUDE OIL,0.01,0.0,0.01,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LINE 5,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1953,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,NO,NO,YES,NO,271.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),0.0,0.0,70228.0,0.0,0.0,0.0
1987,33.757825,-118.111294,CRUDE OIL,100.0,0.0,100.0,0,0,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE ACCIDENT,"ONSHORE PIPELINE, INCLUDING VALVE SITES",SEAL BEACH LINE,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1922,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,NO,YES,YES,100.0,PRESSURE DID NOT EXCEED MOP,YES,YES,< 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,0.0,6273.0,54752.0,75822.0,0.0,0.0
1988,29.71448,-95.1631,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,25.0,0.0,25.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",PASADENA TANK FARM,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,UNKNOWN,TANK/VESSEL,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,0.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,0.0,5000.0,30000.0,40000.0,0.0
1989,26.19384694,-97.43611111,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.07,13.26,0.0,0,0,AIR PATROL,"ONSHORE PIPELINE, INCLUDING VALVE SITES",GCPL_ELLA-BROWNSVILLE,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1961,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,NO,NO,NO,NO,380.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,EXTERNAL CORROSION,0.0,539.0,35384.0,0.0,0.0,0.0
1990,29.91201,-94.00891,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,PORT ARTHUR TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2009,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,422.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,30.0,15000.0,0.0,0.0,0.0
1991,39.643181,-94.618246,CRUDE OIL,0.25,0.0,0.25,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,PLATTE GOWER STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2017,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,832.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,0.0,8000.0,2600.0,0.0,0.0
1992,41.9994996,-87.9354873,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10.0,0.0,10.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,O'HARE FIELD TERMINAL,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,NO,INTERSTATE,2013,INSTRUMENTATION,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,YES,YES,YES,161.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,EXTERNAL CORROSION,0.0,1000.0,5000.0,433852.0,0.0,0.0
1993,37.332321,-120.574568,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.19,0.0,0.19,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,LS-60 ATWATER STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,1984,VALVE,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,660.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,17.0,0.0,0.0,3200.0,0.0
1994,41.607567,-87.438794,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,0.0,0.3,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",HAMMOND TANK FARM,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,UNKNOWN,OTHER,CARBON STEEL,OTHER,NO,YES,NO,YES,YES,137.5,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,OTHER ACCIDENT CAUSE,UNKNOWN,0.0,30.0,0.0,200000.0,0.0,0.0
